,customer_id,head_count,grand_total,recency,vendor_id,q_recency,q_monetary,q_frequency,cluster
124,A46KPEA,0.7057497280717275,-0.29374575721983137,-0.2297233622968698,157,2,2,3,0
125,Q3IYJX0,0.7057497280717275,-0.17773044880017672,-0.2297233622968698,78,2,3,3,0
126,T4T3XCP,-0.8923709982766365,-0.29374575721983137,-0.2297233622968698,303,2,2,1,2
127,HFV6UDI,0.7057497280717275,-0.5112744605066839,-0.2297233622968698,78,2,2,3,2
128,CMFIDJ7,-0.3596640894938485,-0.039962270051836765,-0.2297233622968698,106,2,3,1,2
129,Y8656NW,-0.8923709982766365,-0.5692821147165112,-0.2297233622968698,113,2,2,1,2
130,HRAMA41,-0.3596640894938485,-0.6925483799123943,-0.2297233622968698,115,2,1,1,2
131,543AJ2U,0.17304281928893955,-0.5112744605066839,-0.2297233622968698,78,2,2,2,2
132,7IW4MQU,-0.8923709982766365,-0.6127878553738817,-0.2297233622968698,113,2,1,1,2
133,10W6Y7S,-0.3596640894938485,0.09780590869650306,-0.2297233622968698,303,2,3,1,2
134,G5108U3,-0.8923709982766365,-0.6127878553738817,-0.2297233622968698,113,2,1,1,2
135,E9GLJWS,-0.3596640894938485,-0.4025101088632576,-0.2297233622968698,33,2,2,1,2
136,G5108U3,-0.3596640894938485,-0.06171514038052207,-0.2297233622968698,113,2,3,1,2
137,IFDT0BW,-0.8923709982766365,-0.8303165586607343,-0.2297233622968698,289,2,1,1,2
138,T3KF31M,-0.8923709982766365,0.2428250442210714,-0.2297233622968698,180,2,3,1,2
139,J9XJPG4,-0.8923709982766365,-0.4822706334017703,-0.2297233622968698,265,2,2,1,2
140,IQNDXZJ,0.7057497280717275,1.5842520478233288,-0.2297233622968698,110,2,4,3,0
141,48WKJOT,-0.3596640894938485,-0.29374575721983137,-0.2297233622968698,106,2,2,1,2
142,12J3UW6,-0.3596640894938485,-0.7070502934648513,-0.2297233622968698,259,2,1,1,2
143,K3SLMMQ,0.7057497280717275,1.185449425130766,-0.2297233622968698,303,2,4,3,0
144,KUK5AXP,-0.3596640894938485,0.03979825448667567,-0.2297233622968698,176,2,3,1,2
145,EEPZUVF,-0.8923709982766365,-0.9463318670803889,-0.2297233622968698,78,2,1,1,2
146,CQMPL3W,-0.3596640894938485,-0.4750196766255418,-0.2297233622968698,157,2,2,1,2
147,NQR774R,-0.8923709982766365,-0.8303165586607343,-0.2297233622968698,78,2,1,1,2
148,J0KENW4,1.7711635456373036,0.7286391482283753,-0.2297233622968698,75,2,4,3,0
149,IVBRGV0,-0.8923709982766365,-0.7505560341222217,-0.2297233622968698,160,2,1,1,2
150,5VGAX6Q,-0.3596640894938485,0.48935757461283774,-0.2297233622968698,134,2,4,1,2
151,V8LQURR,0.7057497280717275,-0.31549862754851665,-0.2297233622968698,75,2,2,3,0
152,5ISO1P9,0.17304281928893955,-0.6490426392550238,-0.2297233622968698,195,2,1,2,2
153,XFMEOYT,-0.8923709982766365,-0.6925483799123943,-0.2297233622968698,83,2,1,1,2
154,5ISO1P9,0.17304281928893955,-0.6490426392550238,-0.2297233622968698,196,2,1,2,2
155,ZGFSYCZ,-0.8923709982766365,-0.3952591520870292,-0.2297233622968698,303,2,2,1,2
156,OB15TZY,-0.8923709982766365,-1.0623471755000438,-0.2297233622968698,78,2,1,1,2
157,KMP3EIT,2.83657736320288,0.6488786236898628,-0.2297233622968698,28,2,4,3,0
158,OB15TZY,-0.3596640894938485,-0.5910349850451966,-0.2297233622968698,78,2,1,1,2
159,FCPLE31,0.17304281928893955,0.808399672766888,-0.2297233622968698,157,2,4,2,0
160,1R8QYFT,-0.3596640894938485,-0.09071896748543576,-0.2297233622968698,221,2,3,1,2
161,IVBRGV0,0.17304281928893955,0.46760470428415246,-0.2297233622968698,250,2,4,2,0
162,1BZZJ8B,-0.3596640894938485,-0.721552207017308,-0.2297233622968698,300,2,1,1,2
163,88WTEML,0.17304281928893955,-0.17773044880017672,-0.2297233622968698,106,2,3,2,2
164,4JFU82B,-0.3596640894938485,-0.4532668062968566,-0.2297233622968698,191,2,2,1,2
165,P4HOEHG,-0.3596640894938485,-0.5112744605066839,-0.2297233622968698,78,2,2,1,2
166,5MA3NCZ,1.2384566368545156,1.3377195174315621,-0.2297233622968698,83,2,4,3,0
167,0XBEAJO,-0.8923709982766365,-0.2357381030100041,-0.2297233622968698,110,2,3,1,2
168,JF2B2KU,0.17304281928893955,1.9758037137396633,-0.2297233622968698,189,2,4,2,0
169,NIJE0GT,0.17304281928893955,4.397623276999955,-0.2297233622968698,92,2,4,2,3
170,OV0HBA0,-0.3596640894938485,0.29358174165467027,-0.2297233622968698,192,2,4,1,2
171,Z5QDZ66,-0.8923709982766365,-0.6490426392550238,-0.2297233622968698,221,2,1,1,2
172,81IWBP7,-0.3596640894938485,-0.7288031637935364,-0.2297233622968698,85,2,1,1,2
173,LIF5VM1,0.7057497280717275,0.9679207218439131,-0.2297233622968698,176,2,4,3,0
174,CPETDPM,1.7711635456373036,0.15581356290633044,-0.2297233622968698,289,2,3,3,0
175,WB681BO,-0.3596640894938485,-0.37350628175834405,-0.2297233622968698,271,2,2,1,2
176,VB9YGMX,-0.3596640894938485,0.09780590869650306,-0.2297233622968698,113,2,3,1,2
177,0UNTYTD,-0.8923709982766365,-0.7940617747795922,-0.2297233622968698,81,2,1,1,2
178,4BQI76G,-0.8923709982766365,-0.5910349850451966,-0.2297233622968698,105,2,1,1,2
179,8RRPR7U,-0.3596640894938485,-0.19948331912886202,-0.2297233622968698,299,2,3,1,2
180,K9VYYXJ,-0.8923709982766365,-0.4532668062968566,-0.2297233622968698,113,2,2,1,2
181,OWUFK44,-0.3596640894938485,-0.19948331912886202,-0.2297233622968698,85,2,3,1,2
182,VD82HFH,-0.3596640894938485,-0.039962270051836765,-0.2297233622968698,83,2,3,1,2
183,YCWY9IE,-0.3596640894938485,-0.19948331912886202,-0.2297233622968698,104,2,3,1,2
184,OARI43L,-0.3596640894938485,-0.4895215901779987,-0.2297233622968698,78,2,2,1,2
185,PMTKV28,-0.3596640894938485,-0.4895215901779987,-0.2297233622968698,113,2,2,1,2
186,8VJ39OW,-0.3596640894938485,-0.4750196766255418,-0.2297233622968698,113,2,2,1,2
187,XJL07PO,-0.8923709982766365,-0.721552207017308,-0.2297233622968698,250,2,1,1,2
188,V18BTQ9,0.17304281928893955,1.0041755057250552,-0.2297233622968698,274,2,4,2,0
189,XR0J5DL,-0.3596640894938485,-0.15597757847149155,-0.2297233622968698,221,2,3,1,2
190,CU053IJ,0.7057497280717275,0.32983652553581233,-0.2297233622968698,300,2,4,3,0
191,V6JC4VF,0.7057497280717275,0.2573269577735282,-0.2297233622968698,105,2,3,3,0
192,VLDIWLI,0.7057497280717275,0.06155112481536097,-0.2297233622968698,113,2,3,3,0
193,P22KXPO,-0.3596640894938485,0.22832313066861462,-0.2297233622968698,201,2,3,1,2
194,IWOFQNP,-0.8923709982766365,-0.6490426392550238,-0.2297233622968698,203,2,1,1,2
195,FWNWSYH,1.2384566368545156,1.85253744854378,-0.2297233622968698,20,2,4,3,0
196,QTAM4AO,-0.3596640894938485,-0.5692821147165112,-0.2297233622968698,85,2,2,1,2
197,X8NVUI9,-0.8923709982766365,-0.6127878553738817,-0.2297233622968698,203,2,1,1,2
198,6E4TG5L,-0.3596640894938485,-0.4532668062968566,-0.2297233622968698,85,2,2,1,2
199,3IZIT9X,-0.3596640894938485,-0.09796992426166415,-0.2297233622968698,298,2,3,1,2
200,31HG5D2,-0.3596640894938485,0.0035434706055335846,-0.2297233622968698,113,2,3,1,2
201,FO7VVTC,-0.8923709982766365,-0.8883242128705616,-0.2297233622968698,196,2,1,1,2
202,96U4HCA,2.3038704544200916,0.03979825448667567,-0.2297233622968698,28,2,3,3,0
203,ENHTOLO,-0.3596640894938485,-0.2792438436673746,-0.2297233622968698,83,2,3,1,2
204,3BRZCQK,0.17304281928893955,1.7945297943339529,-0.2297233622968698,134,2,4,2,0
205,RYV1HLM,0.17304281928893955,-0.7650579476746785,-0.2297233622968698,231,2,1,2,2
206,BAM8Z8O,-0.3596640894938485,-0.025460356499379982,-0.2297233622968698,13,2,3,1,2
207,6GW9JIZ,-0.3596640894938485,-0.5692821147165112,-0.2297233622968698,113,2,2,1,2
208,NSE2CP5,-0.3596640894938485,-0.19948331912886202,-0.2297233622968698,85,2,3,1,2
209,IU5G2MV,0.17304281928893955,-0.41701202241571456,-0.2297233622968698,78,2,2,2,2
210,2REWQEY,-0.3596640894938485,0.0035434706055335846,-0.2297233622968698,176,2,3,1,2
211,BYZEDPF,-0.8923709982766365,-0.7505560341222217,-0.2297233622968698,85,2,1,1,2
212,O77ATOH,1.7711635456373036,4.955946948769543,-0.2297233622968698,110,2,4,3,3
213,KQKMTKG,-0.3596640894938485,-0.8883242128705616,-0.2297233622968698,196,2,1,1,2
214,K607Q94,-0.8923709982766365,-0.6707955095837091,-0.2297233622968698,85,2,1,1,2
215,YYDRRVZ,-0.3596640894938485,-0.31549862754851665,-0.2297233622968698,90,2,2,1,2
216,25AWPGL,-0.8923709982766365,-0.583784028268968,-0.2297233622968698,221,2,2,1,2
217,H1ROQQD,-0.3596640894938485,-0.3009967139960599,-0.2297233622968698,207,2,2,1,2
218,KKHY8XM,1.7711635456373036,3.781291951020539,-0.2297233622968698,83,2,4,3,3
219,HXXSM91,0.7057497280717275,0.15581356290633044,-0.2297233622968698,4,2,3,3,0
220,39MGW9L,-0.3596640894938485,-0.8303165586607343,-0.2297233622968698,78,2,1,1,2
221,ME7VZOB,-0.8923709982766365,-0.37350628175834405,-0.2297233622968698,83,2,2,1,2
222,7DHXYCH,-0.3596640894938485,-0.29374575721983137,-0.2297233622968698,159,2,2,1,2
223,3C0R3BF,0.7057497280717275,0.6706314940185482,-0.2297233622968698,83,2,4,3,0
224,8WA8L10,0.17304281928893955,1.2144532522356795,-0.2297233622968698,265,2,4,2,0
225,YNHOI8Q,0.7057497280717275,0.09780590869650306,-0.2297233622968698,176,2,3,3,0
226,KAXZZDM,-0.3596640894938485,-0.6127878553738817,-0.2297233622968698,43,2,1,1,2
227,CHOGUPR,-0.3596640894938485,-0.7288031637935364,-0.2297233622968698,196,2,1,1,2
228,5LERT51,0.17304281928893955,2.091819022159318,-0.2297233622968698,192,2,4,2,0
229,Y0MP6PD,-0.3596640894938485,-0.5330273308353691,-0.2297233622968698,203,2,2,1,2
230,PHBRPSP,-0.8923709982766365,-0.4532668062968566,-0.2297233622968698,23,2,2,1,2
231,P9PGO2N,-0.8923709982766365,-0.6707955095837091,-0.2297233622968698,85,2,1,1,2
232,CDFC375,1.7711635456373036,0.3370874823120409,-0.2297233622968698,197,2,4,3,0
233,4YP9UQV,-0.3596640894938485,-0.4750196766255418,-0.2297233622968698,78,2,2,1,2
234,49SQWNT,-0.8923709982766365,-0.8883242128705616,-0.2297233622968698,78,2,1,1,2
235,CVBL9KD,-0.8923709982766365,-0.6925483799123943,-0.2297233622968698,159,2,1,1,2
236,NXBSD7Q,2.3038704544200916,2.5993859964953074,-0.2297233622968698,161,2,4,3,3
237,R1JGIT3,0.17304281928893955,-0.04721322682806529,-0.2297233622968698,20,2,3,2,2
238,P97OM97,1.7711635456373036,3.0126905327403266,-0.2297233622968698,134,2,4,3,3
239,9XPYHT6,0.17304281928893955,-0.5112744605066839,-0.2297233622968698,28,2,2,2,2
240,4AU73XO,1.7711635456373036,2.9836867056354133,-0.2297233622968698,201,2,4,3,3
241,IJHNJ90,0.17304281928893955,-0.5692821147165112,-0.2297233622968698,105,2,2,2,2
242,TM7EV52,-0.3596640894938485,1.185449425130766,-0.2297233622968698,192,2,4,1,0
243,N94XH2T,-0.8923709982766365,-0.06171514038052207,-0.2297233622968698,134,2,3,1,2
244,PQB9ZOG,0.7057497280717275,0.0905549519202748,-0.2297233622968698,243,2,3,3,0
245,6O8CYWX,0.7057497280717275,-0.06171514038052207,-0.2297233622968698,78,2,3,3,0
246,BRZ7ZFO,-0.8923709982766365,-0.7288031637935364,-0.2297233622968698,83,2,1,1,2
247,IB555AJ,-0.8923709982766365,-0.6272897689263387,-0.2297233622968698,105,2,1,1,2
248,QLDXDPF,0.17304281928893955,2.2440891144601145,-0.2297233622968698,78,2,4,2,0
249,9AJM2R7,-0.3596640894938485,-0.04721322682806529,-0.2297233622968698,180,2,3,1,2
250,08BB1CN,0.7057497280717275,-0.13422470814280624,-0.2297233622968698,148,2,3,3,0
251,G9ARH06,-0.3596640894938485,-0.5547802011640545,-0.2297233622968698,78,2,2,1,2
252,1WQV4JF,-0.3596640894938485,1.3594723877602477,-0.2297233622968698,134,2,4,1,0
253,436H5RZ,-0.3596640894938485,1.3449704742077908,-0.2297233622968698,192,2,4,1,0
254,QNZ8YW0,1.2384566368545156,0.7866468024382027,-0.2297233622968698,176,2,4,3,0
255,4I5L9CP,-0.8923709982766365,-0.6272897689263387,-0.2297233622968698,113,2,1,1,2
256,3QS2ZC4,0.17304281928893955,1.8235336214388664,-0.2297233622968698,192,2,4,2,0
257,QAEWDCD,4.967404998334032,1.3594723877602477,-0.2297233622968698,195,2,4,3,3
258,3Q7TELB,-0.8923709982766365,-0.6272897689263387,-0.2297233622968698,203,2,1,1,2
259,HX76ORD,-0.3596640894938485,0.06155112481536097,-0.2297233622968698,159,2,3,1,2
260,ZA2EWEB,0.7057497280717275,1.0041755057250552,-0.2297233622968698,294,2,4,3,0
261,XW90EAP,1.2384566368545156,0.43134992040301035,-0.2297233622968698,4,2,4,3,0
262,6013PWK,0.17304281928893955,-0.19948331912886202,-0.2297233622968698,78,2,3,2,2
263,XP5OI1S,-0.8923709982766365,-0.7288031637935364,-0.2297233622968698,83,2,1,1,2
264,EC7QSS0,-0.3596640894938485,-0.3952591520870292,-0.2297233622968698,85,2,2,1,2
265,85TWZPD,-0.8923709982766365,-0.286494800443603,-0.2297233622968698,192,2,3,1,2
266,478OWMF,18.81778462668652,6.717929445393048,-0.2297233622968698,66,2,4,3,3
267,0KQF479,0.7057497280717275,0.9461678515152279,-0.2297233622968698,83,2,4,3,0
268,2WGF9T2,0.17304281928893955,1.7075183130192115,-0.2297233622968698,92,2,4,2,0
269,RAES6KP,1.2384566368545156,0.7286391482283753,-0.2297233622968698,161,2,4,3,0
270,L3EY9BH,-0.8923709982766365,-0.547529244387826,-0.2297233622968698,221,2,2,1,2
271,NVDVNOO,0.17304281928893955,-0.3952591520870292,-0.2297233622968698,105,2,2,2,2
272,FS229TW,-0.3596640894938485,-0.5330273308353691,-0.2297233622968698,157,2,2,1,2
273,M1G3OA3,0.17304281928893955,0.5111104449415228,-0.2297233622968698,201,2,4,2,0
274,K94CEP2,-0.3596640894938485,1.4609857826274455,-0.2297233622968698,288,2,4,1,0
275,3XYNP2P,-0.3596640894938485,-0.11972279459034946,-0.2297233622968698,104,2,3,1,2
276,NRSDAY3,-0.3596640894938485,-0.6490426392550238,-0.2297233622968698,195,2,1,1,2
277,5U9EJUS,-0.3596640894938485,-0.9100770831992469,-0.2297233622968698,145,2,1,1,2
278,20UVY7V,-0.8923709982766365,-0.5112744605066839,-0.2297233622968698,90,2,2,1,2
279,PER6ZGQ,-0.8923709982766365,-0.8085636883320491,-0.2297233622968698,90,2,1,1,2
280,TDF8SHV,-0.3596640894938485,0.13406069257764514,-0.2297233622968698,92,2,3,1,2
281,VVJC2WN,-0.3596640894938485,-0.43151393596817134,-0.2297233622968698,66,2,2,1,2
282,VLXLNZM,-0.3596640894938485,-0.4895215901779987,-0.2297233622968698,105,2,2,1,2
283,76WDK53,1.2384566368545156,1.091186987039796,-0.2297233622968698,33,2,4,3,0
